formType,teamnum,matchNum,autoReachD,autoShotSS,HiGAttempt,HiGAttain,LoGAttain,batter,scaleAttempt,scaleSuccess,broken,CDFCross,DBCross,LBCross,MoatCross,PCCross,RPCross,RWCross,RTCross,SPCross,autoCrossD,autoShotAtp,_id,_rev,language,views,redAlliance,blueAlliance,ballpick,drivetrain,aim,shooter,hpInfo
match,6172,51,YES,on,0,0,1,YES,on,on,,0,0,0,0,0,0,1,0,0,RW,none,88049ddc-df57-e11c-6aca-8f22d01af828,1-de53087384002c766e83fd20bef33557,,,,,,,,,
match,1922,19,on,on,1,0,1,YES,on,on,,0,0,0,0,0,0,3,0,0,M,none,8988af02-f9fb-4d6f-5f44-36285060cde4,1-eeda79cd8f6644806e8b7c61976deb38,,,,,,,,,
match,230,37,on,on,5,4,0,YES,on,on,,0,0,0,0,0,2,0,0,0,LB,none,89da4c3d-de97-1f53-c855-921d3735efd3,1-e8d18ef23b17480149ac9d5d18460019,,,,,,,,,
match,716,25,YES,on,0,0,3,YES,on,on,,0,0,0,0,0,2,0,0,0,RW,none,8a8bcce5-5751-7191-6a53-5b513a774578,1-e271b0ad0052e8a3c3e23820920996a7,,,,,,,,,
match,4925,10,on,on,0,0,0,on,on,on,this robot fellovervwhile trying to pass a defnce,0,0,0,0,0,0,0,0,0,N,none,8b9aadce-3454-2086-b547-b3f5d6aed3d0,1-b727a25aaccebce614e10946aafd0c22,,,,,,,,,
match,4041,38,YES,on,0,0,1,on,on,on,,0,0,0,0,2,0,0,1,0,RT,none,8c5cc125-08c5-f6d6-9a9b-2af4c7bba5d3,1-15890d000426f8c61526d0273dcfd11b,,,,,,,,,
pit,4546,,,,,,,,,,,,,,,,,,,,,,8d6b3c0d-bf47-0b07-c138-f3820e31c20c,1-7652bde2543e3dde26dc6c85e6dd97e7,,,,,YES,west,DR,wheel,"fast, almost 5 high golasmper game"
pit,5122,,,,,,,,,,,,,,,,,,,,,,8f8f0886-86ae-9853-6ab7-ce8a0fda8147,1-77c38072183f916b38443ebc55f1244e,,,,,YES,west,DR,canon,they can lift
match,172,1,YES,on,1,1,0,on,on,on,,0,0,0,0,0,0,2,0,2,N,none,90014b35-6d96-f7f2-c5bd-57d19dcb98fe,1-f2c1a5a80a94ade81a75174c7557687b,,,,,,,,,
match,4473,39,YES,on,0,0,5,on,on,on,,0,0,0,0,0,0,0,0,0,LB,none,9021132e-4c58-af1c-050a-f9c395977fe8,1-1f3c1ad22ff66cc30a435f2b23be6129,,,,,,,,,
pit,6153,,,,,,,,,,,,,,,,,,,,,,90a731aa-6c73-f37d-c2be-41698f7f862c,1-ba3b768612474db8f24e2d5279435cab,,,,,YES,west,DR,wheel,very good  defence and good low goals
match,4925,58,on,on,0,1,1,YES,on,on,,0,0,0,0,0,0,0,0,0,N,none,90c331bd-8f69-deaa-6755-4bc5276de280,1-e32499f9f79de98cd27834f8b40938a0,,,,,,,,,
pit,2523,,,,,,,,,,,,,,,,,,,,,,916abe03-ff4b-3fb2-a7ea-8e7b003e35d7,1-4ad6b27d25a5d5b8e06d059b2378a2d0,,,,,YES,west,IR,wheel,"cant  do portcolis or low bar
"
match,4564,60,YES,on,4,3,0,YES,YES,on,,2,0,2,0,0,0,0,0,0,CDF,none,92b07709-5022-8270-3e92-a111f9724d18,1-e8352054c4fb56c72f807c948740834a,,,,,,,,,
match,319,22,on,on,3,1,3,YES,on,on,,0,0,1,0,2,0,0,0,0,N,none,9308abe2-d1bb-6e45-79ac-549620eba6f1,1-bf79f8f678e048110f1dfc3aa3452dd7,,,,,,,,,
match,4564,30,YES,on,4,4,0,YES,YES,YES,,1,0,0,0,0,2,0,0,0,CDF,none,93861ae2-7746-813f-9555-acc20074c5fc,1-baef68a1e6c53bf31debfd349cbe8a7f,,,,,,,,,
match,133,58,YES,on,6,3,0,YES,YES,on,,0,0,0,0,0,0,0,0,0,LB,none,93f41332-0c3a-e9a2-312f-435252391a46,1-7efe35153f383d158db2a74eb0ab8e78,,,,,,,,,
match,4473,55,on,on,1,0,1,YES,on,on,,0,0,0,0,0,1,1,0,0,RW,none,943ae9e8-ca72-604f-4cd0-7cba500b8521,1-1b70794496056612be1c970877974900,,,,,,,,,
match,4906,33,on,on,3,1,0,YES,on,on,,0,0,1,0,1,0,0,0,0,N,none,9637c1e2-6aa6-0ab3-92ce-c3ecbea8b5e2,1-fb1d7051df330480531fdf4bbe05002e,,,,,,,,,
match,133,9,on,on,5,5,0,YES,on,on,,0,0,2,3,0,0,0,0,0,LB,none,9955adfe-d2af-a13d-193a-1dccdbd6fedd,1-694ac173f581111e3919cefd33373486,,,,,,,,,
match,5633,40,YES,on,0,0,1,on,on,on,,0,0,0,0,0,1,0,1,0,RT,none,996cafca-0cbb-bee2-959f-803f70e3471a,1-699a0813940ce37e56ca85a14f5aebf4,,,,,,,,,
pit,4473,,,,,,,,,,,,,,,,,,,,,,99f6c047-9874-7454-0fa4-cae297d311a8,1-b68b8899b12ecc88b4e42450ef277829,,,,,YES,tank,DR,cat,"manly breaching
"
match,5687,54,YES,on,2,1,0,YES,on,on,,1,0,2,2,0,0,1,0,0,N,none,9b7b3871-ab3d-f59f-9c6a-25f0f67123b4,1-cc74d388c1f5adce94173089f401e701,,,,,,,,,
match,716,48,on,on,0,0,0,on,on,on,,0,0,0,0,1,2,1,0,0,PC,none,9c45f5f2-5419-80ee-e646-98afb16de566,1-ce0e538334d42084646e91ffa72d162e,,,,,,,,,
match,5752,27,YES,on,0,0,5,YES,on,on,,0,0,4,0,0,0,0,0,0,LB,none,9ced7cec-4962-dc11-e0b0-968f2075367b,1-9ec4a2e20268445f4f0b1b9ffb38778f,,,,,,,,,
match,4042,31,YES,on,0,0,0,on,on,on,,0,0,0,0,0,1,0,0,0,N,none,9d05f18b-6d23-be23-ac17-7344905c09ef,1-bfd0e452c2ab7785a65634738a42d0be,,,,,,,,,
match,5902,38,on,on,0,0,0,on,on,on,,0,0,1,1,0,0,1,0,1,N,none,9d4d46d4-0ee8-b4f0-2b30-49d46f5af7ea,1-b8404281ad50e3681eebdeef91453b0c,,,,,,,,,
match,5687,20,YES,on,1,0,1,YES,on,on,,0,0,0,0,2,1,0,0,1,LB,none,9f38241d-0d01-f63e-6bc2-c09e7a929a56,1-02d3ce77e3c0cc448ff118bac9c0bd55,,,,,,,,,
match,6172,37,on,on,0,0,0,YES,on,on,,0,0,0,1,0,0,0,0,0,M,none,a037f0ce-1437-2394-3d04-bcd452e81f65,1-51d40c52aba54ec5b14e834f6599dd63,,,,,,,,,
match,230,60,YES,on,4,3,1,on,on,on,,0,0,0,0,0,0,0,0,0,LB,none,a0b31695-1875-dd59-c8c8-1109d657b065,1-bd05a31f20cd589b66c7d674a6906e1d,,,,,,,,,
match,5122,27,YES,on,1,1,0,YES,on,on,,2,0,0,1,0,0,1,0,0,N,none,a113e328-df94-74f4-12b9-c58266f8e094,1-e3545822b30b58397ac6d80a4c03c2e1,,,,,,,,,
match,6172,24,YES,on,1,2,0,YES,on,on,,0,0,1,0,0,2,0,0,0,N,none,a1f89a0e-08f7-f985-4209-e469d74c990d,1-12111ae14fc2ed13113c5e1d29531bff,,,,,,,,,
match,3585,52,YES,on,0,0,0,on,on,on,,0,0,0,0,0,0,0,0,0,N,none,a21b6ea5-951d-6dfe-20c7-fa8ef825781d,1-6b161a7799ead9123eca72b48043509e,,,,,,,,,
match,5265,32,YES,on,0,0,0,on,on,on,,1,0,1,0,0,0,0,0,0,N,none,a4566331-c0ca-dc6d-30f1-c0bb9cf697e4,1-1cf8f84def53ded8fe63406a1fbfdab5,,,,,,,,,
match,58,35,on,on,3,3,0,YES,on,on,,0,0,0,0,0,0,0,0,0,N,none,a48b2f53-48ea-dd91-7cc1-7de2ffd7d56d,1-3d145ce5cdaa209fa1b2c9af6750a986,,,,,,,,,
match,166,40,YES,on,7,4,0,YES,on,on,,0,0,0,0,1,0,0,0,0,PC,Hi,a548d844-681f-c01a-4f41-c79a1a14d3ab,1-2a069fad53819f6bbbf1514e87decabf,,,,,,,,,
match,3597,59,YES,on,0,0,0,YES,on,on,,0,0,0,0,0,2,0,0,0,N,none,a75f1462-0a40-298d-0627-3b1d1e0702f6,1-c508e33ddb3b20edd857626a0fe22527,,,,,,,,,
match,319,18,on,on,4,2,0,on,on,on,,2,0,0,0,0,0,0,2,0,CDF,none,a93e9207-f12d-bd5f-1fbd-9cd31acd9e24,1-56202913753a98553516ecbac30cb047,,,,,,,,,
match,166,52,YES,on,0,0,0,YES,on,on,,0,0,0,2,2,0,0,0,0,M,none,a954bb05-4ae2-d2cf-986e-d8f5d8c19591,1-c8e270bda614adf134cd3078df9ba3ba,,,,,,,,,
match,5633,47,YES,on,0,0,3,on,on,on,,0,0,0,0,0,0,3,0,0,N,none,a9c5b79f-766d-4d5a-871a-7e57f7f98919,1-45815365369e202efa1ab5845043e927,,,,,,,,,
match,3525,6,on,on,0,0,0,on,on,on,,1,0,0,0,0,0,1,0,0,RW,none,a9f994bc-7c54-5b67-4cdf-b560d06a6d0d,1-5f44aa26245ea47f4c905347fd2e075b,,,,,,,,,
match,6224,25,YES,on,0,0,1,YES,on,on,,0,0,1,0,0,0,3,0,0,LB,none,aab438ab-2c6f-b92e-328c-e50f927c3245,1-519ba7e65c2cfc3801c719424427ad3b,,,,,,,,,
match,6161,35,on,on,0,0,0,on,on,on,,0,0,0,0,0,0,0,0,0,N,none,aad7d20e-58bc-abd4-aa7e-099184813c2d,1-e6eae915d165b6a38a8c16b3d23edb33,,,,,,,,,
match,716,55,YES,on,0,0,0,YES,on,on,,0,0,3,0,0,0,0,1,0,LB,none,ab0f16cd-fd21-b073-e040-a006db78c65f,1-e8da4f1f0bef5330081b263e947911c7,,,,,,,,,
match,125,40,YES,on,0,1,2,YES,on,on,,0,0,1,2,0,0,3,0,0,RW,Hi,abf55bf2-d237-6845-6905-fc7342a47690,1-1e70ab999f208f42fb6dc365baa4fe46,,,,,,,,,
match,4906,21,YES,on,0,2,1,YES,on,on,,0,0,3,0,0,0,0,0,1,RP,none,ac54f817-78e3-388b-0cde-d5b6470e4461,1-510a9d9c2476fceeff873ecf68fc8842,,,,,,,,,
match,4546,50,YES,on,4,3,0,on,YES,YES,,0,0,2,0,0,0,1,0,0,CDF,none,adf22c31-ff26-6adf-8600-16805c93f042,1-b5e060edb80ef6ce63abcf8fb89a3983,,,,,,,,,
match,58,33,on,on,0,0,0,on,on,on,,0,0,0,0,0,0,0,0,0,N,none,ae09b905-53f6-4ce6-06a4-63a4a6dcc85b,1-369d9e5d69fbfb303ae1668d862d400d,,,,,,,,,
match,133,38,YES,YES,6,4,0,YES,YES,on,,0,0,1,6,0,0,0,0,0,LB,Hi,ae2ff52d-b741-15c6-b715-e96ccf943dcb,1-cc1e0e37b8ac0a1c5cae0e6a452867e9,,,,,,,,,
match,1519,27,on,YES,5,3,0,YES,on,on,,2,0,2,0,0,0,1,0,0,RP,Hi,ae564fc1-ac23-96fc-c3ba-312d4917fbeb,1-46bbce109f876a7e8624d613612fa3f7,,,,,,,,,
match,5687,36,YES,on,3,2,1,YES,on,on,,0,0,0,0,0,0,0,0,0,RP,none,aeab639a-b89d-2f65-5015-44aedc76cb0f,1-84da07cf53d30a8716e5927b43c85530,,,,,,,,,
match,6224,45,on,on,0,0,0,YES,on,on,,0,0,1,0,0,0,2,0,0,LB,none,b16ef0e9-d320-4dab-a547-786c2aaf65f5,1-8619e7a094624c8e8498cfafd25772e1,,,,,,,,,
match,6161,25,YES,on,0,0,0,on,on,on,stopped working until 50 seconds in,0,0,0,0,0,0,0,0,0,RW,none,b16f6cdc-4aae-6ccc-c2f4-6883dee2a3f4,1-bfe18587778a7bc52c3e898fe34e2979,,,,,,,,,
match,4958,54,YES,on,0,0,0,on,on,on,,0,0,0,0,0,2,0,0,0,N,none,b245152b-12cf-8a95-2a42-e4278058120e,1-4e169b6b63142f9a9c9b072d299147f2,,,,,,,,,
match,5471,10,on,on,0,0,0,on,on,on,not on the field,0,0,0,0,0,0,0,0,0,N,none,b255adfb-94b6-fc1d-135d-315b50e1ffae,1-96b2c76750014661bc39f3ef1580485d,,,,,,,,,
match,5122,41,YES,on,2,0,1,on,on,on,,0,0,1,0,1,0,0,0,0,N,none,b35a7511-0c0d-a099-d6a4-1aef8ea24eaf,1-0a51db5b1af8cd899b6a1882d10a9e82,,,,,,,,,
match,230,51,on,YES,3,3,0,YES,on,on,,0,0,1,1,0,0,1,0,0,LB,Hi,b4fae860-f3eb-1163-5a50-72b49dcfdf42,1-26b6f686c4c100d142a146c0c26bd62a,,,,,,,,,
match,5265,10,YES,on,0,0,0,on,on,on,,0,0,0,0,0,0,0,0,0,N,none,b55207c3-1e2b-3a96-e10f-d0a263e173d0,1-22d1251da8a6290ba25c99e2278cef9e,,,,,,,,,
match,5633,58,YES,on,0,0,0,YES,YES,on,,0,0,0,0,0,0,2,0,0,RW,none,b5aba820-1a04-f6e9-2811-b5c500ca7d4b,1-d8c8ddfdb5ab55a09ec0c092f0e47e0f,,,,,,,,,
match,1519,53,YES,YES,4,4,0,on,on,on,,1,0,1,4,0,0,0,0,0,CDF,Hi,b5b09c28-4990-afa3-8a4b-3027f269ef94,1-532c56d84a3baf05d0ef361305d20677,,,,,,,,,
match,58,56,on,on,0,0,0,on,on,on,,0,0,0,0,0,0,0,0,0,N,none,b62966bc-efe4-dbf9-16aa-90f4b0541ea8,1-4517cf56f3ee070e0d540bd4d74b7910,,,,,,,,,
match,133,38,YES,YES,6,4,0,YES,YES,on,,0,0,1,6,0,0,0,0,0,LB,Hi,b64df438-37ce-c5af-74f5-4cdb76abe0a3,1-90c7cf2ffa1a3956a05bcfbbf1ff0217,,,,,,,,,
match,5471,28,on,on,0,0,0,on,on,on,,0,0,0,0,0,0,0,2,0,N,none,b67529e8-ef31-8aa8-f685-33c7de001d89,1-33271fedb0ec955cae80b3d86445549a,,,,,,,,,
pit,6172,,,,,,,,,,,,,,,,,,,,,,b6a7b3a8-a2d4-6953-b471-eb8721429988,1-05db03343b3cd1029bbb1ef2c8f7ab60,,,,,on,traction,DR,none,good defence bot can breach
match,3930,41,YES,on,0,0,4,on,on,on,,1,0,0,2,0,0,0,0,0,N,none,b71f2874-9bbe-6ef5-5b02-0723860aa049,1-e91508a31fbef8d63623ac36ea3a1e26,,,,,,,,,
match,3451,35,YES,on,2,0,0,YES,on,on,,2,0,0,0,0,0,0,0,0,RW,none,b8217f7c-2ac9-2865-6648-8a90eabec856,1-d11cfc08745df551a36837011ebb5a95,,,,,,,,,
match,663,59,YES,on,1,0,1,on,on,on,,0,0,0,0,0,0,2,0,1,RW,none,b8650ef6-8a45-c158-dc0a-fb3f0d0e0bfe,1-4723b95b119380b73ac9b92d9a9a19a2,,,,,,,,,
match,125,26,YES,YES,7,3,0,on,on,on,,0,0,0,0,0,0,0,0,0,RP,Hi,b8a17533-4a75-5c01-a949-a4d66ebd07dc,1-0b17c408ad86f781f022f83d73251a90,,,,,,,,,
match,4473,51,YES,on,2,0,3,YES,on,on,,2,0,0,0,0,0,0,0,0,RW,none,b8a7b643-0b35-2010-8755-c928484c9574,1-4d8d8d2c83430e10f1c1cc32cde45732,,,,,,,,,
match,4906,53,on,on,3,3,0,on,on,on,,0,0,0,0,0,0,2,0,1,RW,none,babd83bb-330d-f892-c739-2f824c573229,1-e9d6fd34ec24b1bab174e0ecf030a673,,,,,,,,,
pit,125,,,,,,,,,,,,,,,,,,,,,,bb302f00-b71b-8556-de1d-08bb0dd98945,1-0684b54002a1521d3dc0318c142d8cf4,,,,,YES,tank,IR,cat,
match,4555,22,YES,on,0,0,0,on,on,on,,0,0,1,0,2,0,1,0,0,LB,none,bbb8f221-cd11-4492-7b4a-9d7dcddb0e1b,1-b7165ac37efd3bd83934d94947320053,,,,,,,,,
match,5633,27,YES,on,0,0,0,on,on,on,,0,0,0,0,0,0,0,0,0,LB,none,c022fa1f-3907-29ac-ecb5-59c97813656f,1-0c75163d83a41a642175bb66f9726989,,,,,,,,,
match,58,39,on,on,0,0,0,on,on,on,,0,0,0,0,0,0,0,0,0,N,none,c0372d16-e0ec-4f0c-f201-9bcf71b1069e,1-97ea4fcdddb879dad8190781d01082dd,,,,,,,,,
match,3930,50,YES,on,0,2,1,on,on,on,,0,0,0,4,0,0,0,0,0,M,none,c337996e-455d-e62c-b92f-f9e919751566,1-6f3848e11d1dbc1bc9fe077f37fe25f0,,,,,,,,,
match,4958,28,on,on,0,0,0,YES,on,on,,0,0,1,0,0,0,0,0,1,LB,none,c39295cf-6618-d6f1-8900-e5d583564559,1-4262627bef72f9d6db209bec452c9914,,,,,,,,,
match,4041,19,YES,on,0,0,1,YES,on,on,,0,0,0,2,1,0,0,0,0,M,none,c39966e0-5cdb-13f4-d055-e898302f224c,1-4dc80a95ffb114b1c564a819b619a0bc,,,,,,,,,
match,4555,21,YES,on,0,0,0,YES,on,on,,0,0,1,0,2,0,1,0,0,LB,none,c47307a1-c485-cd91-5461-59c5bf109365,1-7e3c560038e7a20c11797de67a36ba76,,,,,,,,,
match,3585,54,on,on,0,0,0,on,on,on,didn't move,0,0,0,0,0,0,0,0,0,N,none,c4cc0b96-efe6-72f1-3d29-60c29ec4afa9,1-f6548ffb5b4dda640def9b10f1c4e576,,,,,,,,,
match,3597,27,YES,on,2,0,0,YES,on,on,,0,0,0,0,0,1,1,0,0,RW,none,c53ca1eb-451e-2b1d-3ea4-f7546f8c8366,1-ee5177b813a1cb0f8000aac2356dab26,,,,,,,,,
match,2648,46,on,on,0,0,0,on,on,on,did not move at all,0,0,0,0,0,0,0,0,0,N,none,c6399a31-bc8a-ae45-8a4a-22297536feb0,1-6d7220fed590ecf97cae35abffa0c09e,,,,,,,,,
match,1519,36,YES,YES,0,3,0,YES,on,on,didn get to observe entire match because program froze. this team did better than whpwn here,0,0,0,0,0,0,1,0,2,RP,Hi,c726bce7-c51a-949e-efdf-ee992d3a51a1,1-98e195049a3ed0ed60dd89193528fbb9,,,,,,,,,
match,5902,51,on,on,0,0,1,YES,on,on,,0,0,0,0,0,0,1,0,2,N,none,c8710ef7-d1c3-8ab9-97da-6bb2402bb1bb,1-6ab3f1bec05b5c534c6f8a009dc8a992,,,,,,,,,
match,663,19,on,on,0,0,1,YES,on,on,,0,0,1,2,1,0,0,0,0,LB,none,c9cfec88-9522-c1ae-8767-61865f38181b,1-1ac2b6961ee461573a2a7d8dc515fa9e,,,,,,,,,
match,5471,40,YES,on,0,0,0,YES,on,on,,0,0,0,0,0,0,0,0,0,LB,none,ca63af15-70b4-924c-d20e-c3da630cd5d7,1-661d15342063a3f623bf2f2aee16d502,,,,,,,,,
match,4555,59,on,on,0,0,0,YES,on,on,,0,0,1,0,0,0,0,1,0,LB,none,ca6485e9-4c66-e65a-0927-26374d845f27,1-dde4b6644405a544416fb48352acfef1,,,,,,,,,
match,1922,46,YES,on,4,2,0,YES,on,on,,0,0,0,0,0,0,2,0,0,N,none,cd580b4f-799e-5900-ff75-c390f0875101,1-8d737a6b0e6d984470ef026bdf1a2e4f,,,,,,,,,
match,4041,57,YES,on,0,0,1,YES,on,on,,1,0,0,0,0,0,0,2,0,RT,none,cd8f00b0-033d-f5d8-3230-625766bcd497,1-8ce45bd1c8049af497884b71f79641b7,,,,,,,,,
match,4041,38,on,YES,1,1,1,YES,on,on,,0,0,0,0,1,0,1,0,0,RW,Hi,cd904a50-0fe1-89ea-0896-2e05e3b263b0,1-3652f81ac8977ea79db6f78819e8076d,,,,,,,,,
match,5687,41,YES,on,1,1,0,on,on,on,,1,0,0,0,0,0,0,2,0,RW,none,ce899cd0-0ea3-2e5e-a3bd-227c27cacf68,1-65eb8dee8ee197fdf7e09ffac7799328,,,,,,,,,
pit,4041,,,,,,,,,,,,,,,,,,,,,,cf6405f8-7f35-1a05-f25c-3b7e8c68cc40,1-61bc18f12b71d86fba0a3b41acbe3514,,,,,YES,tread,IR,wheel,great defence
match,3597,42,YES,on,0,0,0,on,on,on,drivr ststem issues?,0,0,0,0,0,1,0,0,0,RP,none,cf669e98-38a1-0380-d50b-6c7c3baa515a,1-dd67d6852ab4fe765a80acee2ff912fb,,,,,,,,,
match,5471,53,on,on,0,0,0,on,on,on,stuck on wall,0,0,0,0,0,0,0,0,0,LB,none,cf6c1ec6-fc9b-8662-6584-319bfa4a2d66,1-af2dc3be1bdb8049fd8774e18055e76f,,,,,,,,,
match,4906,31,on,on,0,0,0,YES,on,on,,0,0,1,0,0,0,0,0,0,RP,none,d09d5b79-3494-b4c7-8ec7-c939aaf88919,1-860a6dba81341758b29bd8744d5e4f7a,,,,,,,,,
match,5902,46,YES,on,0,0,4,on,on,on,,0,0,1,0,0,0,0,0,1,LB,none,d0c47034-b868-210b-b6fc-d5d7aa8d58f1,1-9f06459c1e0c9655288b4e644d92d073,,,,,,,,,
pit,5902,,,,,,,,,,,,,,,,,,,,,,d159f6da-b5a8-994c-cc9d-7ad4e0306806,1-3e4034480fef03ac87f1c039f0999400,,,,,YES,west,DR,canon,
match,230,37,YES,on,5,4,0,YES,on,on,,0,0,0,0,0,0,0,1,0,LB,Hi,d1832c45-1a09-0ed9-6737-2b14acef584a,1-4fa964ca7807aec1090b5eeebd4d26fb,,,,,,,,,
match,3451,41,on,on,2,0,0,YES,on,on,,0,1,0,0,0,2,0,0,5,N,none,d3a1db3b-3860-1e5e-f8b4-181c2ad39cec,1-0fdd7243c0d8d6967f2a47d71f44ac16,,,,,,,,,
match,4906,29,YES,on,1,1,0,YES,on,on,something fell off ar 60 seconds  e,0,0,0,0,0,0,0,0,0,RP,none,d407218a-7081-51eb-b2d3-edf9afeaf824,1-82c1e3f4b6e9959793015706b74bc011,,,,,,,,,
pit,230,,,,,,,,,,,,,,,,,,,,,,d585ca4b-175c-8061-eaed-bd91861db101,1-c7cd48ed4fadf50dbacd0fec0e9625ba,,,,,YES,west,IR,cat,all defences besides category C
match,6161,49,YES,on,0,0,0,on,on,on,,0,0,0,0,0,0,0,1,0,RT,none,d6274932-d987-b473-e447-62b28e6b3758,1-d8cf99f1a30c71be2300ffdd69f730e8,,,,,,,,,
match,4546,57,YES,on,3,2,0,on,on,on,,0,0,0,0,0,2,0,0,2,RP,none,d6f04f20-9719-e171-ede2-c0d5a92a3721,1-31dc0c64ae0747c055a760ad78be7bfc,,,,,,,,,
match,319,52,on,YES,3,2,2,YES,on,on,,0,0,1,0,0,0,0,0,0,LB,Hi,dcec9f0d-407b-1b29-5e7d-87264707d765,1-0f39e51a6d184f1b8b38768cb64d2728,,,,,,,,,
match,172,25,YES,on,0,0,0,YES,on,on,,0,0,1,0,0,0,1,0,1,RW,none,dd096ace-27b5-8b81-d723-e7be36af2364,1-3d2a5cd06bf5737e486778d45df4722f,,,,,,,,,
match,5506,26,on,on,0,0,1,on,on,on,,0,0,0,0,0,2,1,0,0,N,none,dd9afced-bfb6-3ccf-437e-68ad6f1fa95a,1-c757c89af9f07e17b818f356186c5ba2,,,,,,,,,
match,166,18,YES,YES,3,0,0,on,on,on,,2,0,1,0,0,0,1,3,0,RT,Hi,dfc929ee-adaa-0340-0a03-10c96c45892d,1-2fa8a589db79fc59122252ad85974568,,,,,,,,,
match,58,44,on,on,1,0,0,on,on,on,,0,0,0,0,0,0,0,0,1,N,none,dfee7faa-9a5b-2112-cfa7-1f0e16a4fe1a,1-1bae693c344a0e171bd8d3de1048fa09,,,,,,,,,
match,2648,30,on,on,1,0,1,YES,on,on,,0,0,1,0,0,1,0,0,0,LB,none,e191a8f7-37dc-40a5-afba-3b2ccf634f54,1-9dd6919cbeebaeceb1b23c0ef88f00b9,,,,,,,,,
match,4473,29,YES,on,0,0,0,on,on,on,,0,0,0,0,0,0,1,0,0,N,none,e21ec230-9a99-1da0-9941-fb56a36a799a,1-91901e124a52c9ebf38a76937638e753,,,,,,,,,
match,3609,49,YES,on,0,0,0,on,on,on,,0,0,3,0,0,0,0,0,0,LB,none,e2a57260-5afe-5377-aa6c-392572200a8a,1-97d2c5d7464ffa6b10e3afba2be6439d,,,,,,,,,
match,5506,31,YES,on,0,0,1,YES,on,on,cntol issues?,0,0,0,0,0,0,0,0,0,RW,none,e3a97f8f-9cea-9218-43ba-0b5b01f68a30,1-4d16055c53f6b52f8c9ad9feb22b5bce,,,,,,,,,
match,1519,43,YES,on,5,3,0,YES,on,on,,0,0,0,0,3,0,3,0,2,PC,Hi,e45f88e3-78f8-296f-4b33-93cb87a0d325,1-ae12c0a80c57baa33d91a8854c2079c6,,,,,,,,,
match,1519,57,YES,YES,6,2,0,on,on,on,,0,0,0,0,0,0,0,0,0,M,Hi,e474f3c9-d355-dffa-7149-a2df6b06309f,1-0136f17b6d06e2d8861e3c48911c6b41,,,,,,,,,
match,5687,47,YES,on,3,3,0,on,on,on,stopped moving at end of match,0,0,0,1,0,1,0,0,0,RP,none,e5dba291-d386-3116-a40a-7cff73e56cc9,1-aaaffccafa15aadb1fc3448b2b39830c,,,,,,,,,
match,3525,18,YES,on,0,0,0,on,on,on,,0,0,0,0,0,0,0,0,0,N,none,e6c0769f-7764-a59a-add2-80fdca88c851,1-1dad1938326f6dc029d95b678824af11,,,,,,,,,
match,58,43,YES,on,0,0,0,YES,on,on,,1,0,2,0,0,2,0,0,0,N,none,e76637ce-ee2d-864c-808e-35f6f7120494,1-1b1c3058662750077f7ffc27dfd81f48,,,,,,,,,
match,5471,22,on,on,0,0,0,on,on,on,,0,0,5,0,0,0,0,0,0,N,none,e785ecad-c84e-9603-03f9-a4c102f8244d,1-440568638e98c960fc46164de42349fe,,,,,,,,,
match,4925,27,on,on,2,2,0,YES,on,on,n,0,0,0,0,0,0,0,0,0,N,none,e7acfc03-4cf1-5262-6a28-909973125d71,1-8c2b33d8ea0c763e85cfae02c899ea0d,,,,,,,,,
match,716,48,on,on,0,0,0,on,on,on,,0,0,0,0,1,2,1,0,0,PC,none,e81ba492-77ae-0e63-5a5d-04003944bede,1-30e1e056f9b67e4a594e63bf97413241,,,,,,,,,
match,4042,54,YES,on,0,0,0,YES,on,on,,0,0,0,0,0,0,0,0,1,M,none,e9a31f2a-b30a-bf1a-3fd5-1c9bf574492e,1-2c5ad34cb4fb1ad7a051f2c4ed9020af,,,,,,,,,
pit,1519,,,,,,,,,,,,,,,,,,,,,,eaba9232-b20b-e7bb-9c87-82f54b1f5c8b,1-7a2692721952081c54020d11f13d7147,,,,,YES,tank,IR,canon,"they can auto cross all defences beside portculis and sallymport
they have a shooter that punches the ball

they have 8 wheel drive"
match,4473,26,YES,on,0,0,2,YES,on,on,,2,0,1,0,0,0,1,0,0,N,none,ed0d3e4b-9099-79bf-509c-47ebe4639959,1-df8b865251a9da718758b17af199656d,,,,,,,,,
match,4041,22,on,on,1,1,0,YES,on,on,,0,0,0,0,2,2,0,0,0,N,none,ed3c2e34-4150-b293-c3e3-eb07aa9dea6b,1-aab2f36c5db8d7282d89c130e3f128ac,,,,,,,,,
match,133,21,YES,YES,7,7,0,YES,YES,YES,,0,0,2,2,0,0,0,1,0,LB,Hi,eefb20de-3aba-80f6-f2ae-e70c80502787,1-fccd43c9486a922890f64472d74899a7,,,,,,,,,
match,4042,44,on,on,0,0,0,YES,YES,on,,0,0,0,0,0,0,0,0,0,RT,none,ef65f621-574e-4fbc-4afd-7c1ddb3d2450,1-af617345ea8d631a2df219f05127218f,,,,,,,,,
match,4958,49,YES,on,0,0,0,YES,on,on,,2,0,0,0,0,0,0,0,2,N,none,ef8da53c-cf2f-13cd-d3eb-c5b22f829427,1-079f67726c831278562169fc29b67bd9,,,,,,,,,
match,4958,7,on,on,0,0,0,on,on,on,,0,0,1,0,0,0,0,0,0,LB,none,f0423b04-f29a-5336-3bed-1f234f8bd2b4,1-a51b57233cbeb57640c111fdd46f309f,,,,,,,,,
