formType,teamnum,matchNum,autoReachD,autoShotSS,HiGAttempt,HiGAttain,LoGAttain,PCCross,LBCross,CDFCross,MoatCross,SPCross,DBCross,RTCross,RWCross,RPCross,scaleAttempt,scaleSuccess,broken,autoCrossD,autoShotAtp,matchnum,ballpick,drivetrain,aim,shooter,language,views,redAlliance,blueAlliance,_id,_rev
match,4905,,on,on,0,0,1,0,0,2,0,1,0,0,2,,on,on,,RP,none,46,,,,,,,,,bf550e14-8777-dd88-82d1-d2c4f7a7059c,1-a745b6033a8c303095200865964fbd9c
match,4905,,on,on,0,0,1,0,0,2,0,1,0,0,2,,on,on,,RP,none,46,,,,,,,,,c05f428c-39a4-b257-d003-634bddbc4bb6,1-0d900d3d19df71377e8bd0021e9ec9f7
match,4905,,on,on,0,0,1,0,0,2,0,1,0,0,2,,on,on,,RP,none,46,,,,,,,,,c2cfcb8a-098f-ca74-3986-fbcb01a5c96f,1-7f325e103129f175d7c8b9ef5bb0cae8
match,4905,,on,on,0,0,1,0,0,2,0,1,0,0,2,,on,on,,RP,none,46,,,,,,,,,c5be8942-fbe0-f344-e519-50d95f96281c,1-0e570ee87855b5d2f89335477c0ccd9c
match,5752,3,YES,on,0,0,2,0,0,0,0,0,0,0,0,0,on,on,,N,none,,,,,,,,,,c7b80aad-8d18-8b44-2c87-15fade332dd9,1-e192569640b092a6e45c22835a1e451b
match,4905,,on,on,0,0,1,0,0,2,0,1,0,0,2,,on,on,,RP,none,46,,,,,,,,,c8b591a6-205f-6b49-2c1e-2d733d2df2a6,1-b02378e1ef2707fd7dc4df229bdf0431
match,1965,6,on,on,0,0,1,0,0,0,0,0,0,0,3,0,on,on,,N,none,,,,,,,,,,cab2d7c9-bbb8-82aa-f6d8-e2b3e52de3f8,1-56b2f1ecff650c55b62f7448f28f8e86
match,4905,,on,on,0,0,1,0,0,2,0,1,0,0,2,,on,on,,RP,none,46,,,,,,,,,cb141275-c5d6-e339-c420-39ca3288497d,1-8b83f2540b513adb05cb477815fc4fee
match,4905,,on,on,0,0,1,0,0,2,0,1,0,0,2,,on,on,,RP,none,46,,,,,,,,,d18f5e38-470a-bcba-ea8b-6b44343d541f,1-44cf9752e2f06fbfae9b68b26358e4d7
match,97,8,on,on,1,0,0,0,0,0,1,1,0,0,0,0,on,on,"At beginning of match they were stuck, auto and teleop.",N,none,,,,,,,,,,d2830be7-812c-a697-5407-afa07c4277df,1-77a32cd9e72cbb137924e34ed55f7a49
match,4905,,on,on,0,0,1,0,0,2,0,1,0,0,2,,on,on,,RP,none,46,,,,,,,,,d350016e-2102-ccfc-89c9-a14809b0f2a2,1-0d558fccb2d124c13a4cd754eefef6b9
match,4909,3,on,on,2,0,0,0,0,0,0,0,0,0,2,1,on,on,,N,none,,,,,,,,,,d39716e1-00c1-ee1b-3490-76c56c1c427c,1-f0569c3de5629dc72be473e3e89052c1
match,4905,,on,on,0,0,1,0,0,2,0,1,0,0,2,,on,on,,RP,none,46,,,,,,,,,d3b4c076-2390-5046-a8da-cfec7ad480b9,1-464a618121e08a631d19b4da8964a92c
match,4905,,on,on,0,0,1,0,0,2,0,1,0,0,2,,on,on,,RP,none,46,,,,,,,,,d5f6d4b9-bd82-579c-72d6-46eafc7c1188,1-fb66776d9746c1c11e24d4537dca8f47
match,58,12,YES,on,0,0,0,2,2,0,0,0,0,0,0,1,on,on,,RP,none,,,,,,,,,,d67997d0-6f86-f255-d2f7-6f8cd3b1898b,1-f96fb3527da83d22cfc5078f0c9eb8c2
match,1073,13,YES,on,0,0,0,0,0,0,1,0,0,0,0,0,on,on,,N,none,,,,,,,,,,d7a2a00b-efc8-4900-f5cc-a940eb4a69fa,1-4e29db97a1f13bd10c8246e5e4fae7bc
match,246,11,on,on,0,0,0,0,0,0,0,0,0,0,0,0,on,on,they dodnt move,N,none,,,,,,,,,,da2c9468-7f1a-b932-cb41-c613fd474364,1-8f6fb4cfea57972658a57ff3464ac020
match,4905,,on,on,0,0,1,0,0,2,0,1,0,0,2,,on,on,,RP,none,46,,,,,,,,,da8efb00-4121-4ae9-64ca-be994119b2ae,1-0bb524fcedb1c12584f7ec9bff67dbb7
match,4905,,on,on,0,0,1,0,0,2,0,1,0,0,2,,on,on,,RP,none,46,,,,,,,,,dc6bae27-f9c2-0eae-9e60-ba3a21515523,1-79a95ad891029410ef23593da80b722c
match,1699,11,YES,on,0,0,0,0,0,0,0,1,0,0,0,0,on,on,,SP,none,,,,,,,,,,ddde067e-233c-0805-b9fa-78def1478a82,1-c0df0b5e9fa4fcfc315750e3559a9624
match,4905,,on,on,0,0,1,0,0,2,0,1,0,0,2,,on,on,,RP,none,46,,,,,,,,,e014f804-c937-494e-10bc-c6ba9815282d,1-69ce7720728e98fd947f054e3effb80b
match,5752,8,on,on,0,0,0,0,2,0,0,1,0,0,0,0,on,on,,N,none,,,,,,,,,,e2e7f39d-02af-9d3c-7a61-cf79a8acb5be,1-3026d117a0740bb72a6df0a2c1441b1c
match,4905,,on,on,0,0,1,0,0,2,0,1,0,0,2,,on,on,,RP,none,46,,,,,,,,,e3338ae9-aad1-8770-5c2e-c7c9a839e893,1-c6a45a4950d7d51817ba7cdaa86f2207
match,4905,,on,on,0,0,1,0,0,2,0,1,0,0,2,,on,on,,RP,none,46,,,,,,,,,e48b1c6d-5b61-7d0a-2244-fdf1444dc347,1-3a7dd6bb2ee2d7862ab3b975b8fb4f60
match,1761,5,on,on,0,0,0,0,0,0,0,0,0,0,0,1,on,on,just stopped moving ,N,none,,,,,,,,,,e58df69d-fbcf-cd94-553e-6465873e2375,1-4ab8fc54aa49f250895fd26f8d7a2cb0
match,319,9,YES,on,0,0,1,2,1,0,0,0,0,1,0,1,on,on,,LB,Lo,,,,,,,,,,e6afbf98-79f9-707d-6adb-a23e227388d5,1-4fc91028d8cb21327b02013fcf562135
match,4905,,on,on,0,0,1,0,0,2,0,1,0,0,2,,on,on,,RP,none,46,,,,,,,,,e94c103e-1966-1605-a017-6be1f0848f07,1-b4b722b3651380bd99879199de84f27a
match,4905,,on,on,0,0,1,0,0,2,0,1,0,0,2,,on,on,,RP,none,46,,,,,,,,,eb29754c-ad3d-da87-9d80-8c7b91d99f38,1-d74e11a8558eebd431ecc0eba714be37
match,4905,,on,on,0,0,1,0,0,2,0,1,0,0,2,,on,on,,RP,none,46,,,,,,,,,eb837b0c-a187-906c-95cb-3887121127b9,1-bb951c0399ede40d5d57028c97c114a4
match,4905,13,on,on,0,0,2,0,3,2,2,0,0,0,1,0,on,on,,M,none,,,,,,,,,,eb9c4e51-1773-dd76-ccc6-a6bca246882e,1-c7a5c4f401064374171e3a8fec7fca26
pit,5969,,,,,,,,,,,,,,,,,,,,,,YES,tread,DR,none,,,,,ec40432a-768f-62f6-c6ff-f49940020799,1-24973d1b16fa2600ac55502ffe97ca1d
pit,133,,,,,,,,,,,,,,,,,,,,,,YES,west,IR,cat,,,,,f016fb6c-ea41-9694-38a7-a5ac48b27d3f,1-8a21d0c146a9ac7a7aaffaf39b43154d
match,4905,,on,on,0,0,1,0,0,2,0,1,0,0,2,,on,on,,RP,none,46,,,,,,,,,f06ea5fb-6a3a-5000-ab8a-275910e11bd2,1-89708b82428ce006d70a4fb113caaa9a
match,5459,9,on,on,0,0,0,0,0,0,0,0,0,0,0,1,on,on,,N,none,,,,,,,,,,f482c764-429f-d781-f4a1-97029cf53ded,1-4f1f34ce05efd9e4badc432f364686a1
match,4905,,on,on,0,0,1,0,0,2,0,1,0,0,2,,on,on,,RP,none,46,,,,,,,,,f74d650a-1e4c-4aeb-a3ae-1dead3e780cc,1-21976945bf83733506ee1cb2274a4f61
match,2423,12,YES,on,0,0,0,0,0,0,0,0,0,0,0,3,on,on,,N,none,,,,,,,,,,f8348814-024f-fa62-706c-097b8e1400bd,1-552b9fbe923bef7f7cf6150719251ef3
match,5962,13,on,on,0,0,0,0,0,0,2,0,0,0,2,1,on,on,,N,none,,,,,,,,,,fa1d78ff-9146-2894-1968-94a3c7adac19,1-d128f44109a16c6790aea7b0937ea1b7
match,4169,3,on,on,0,0,0,0,0,0,1,0,0,0,2,0,on,on,,M,none,,,,,,,,,,fd735301-f322-b306-0513-7e559291c249,1-eddc2c8d75444214892df5a990b441a4
match,4176,3,YES,on,2,0,1,0,0,0,0,0,0,0,0,0,on,on,,LB,none,,,,,,,,,,fe41f377-32ab-21a7-881c-247cfaba81f5,1-49698af8f0cae4a89de70cb33a5dff26
match,4905,,on,on,0,0,1,0,0,2,0,1,0,0,2,,on,on,,RP,none,46,,,,,,,,,fe7c9de9-2157-297c-86b0-bd66e04cbdd9,1-c4bf9d0a66ade2ddbbf3279efa98fc33
match,5347,13,on,on,0,0,0,0,0,0,0,0,0,0,0,0,on,on,,N,none,,,,,,,,,,fed78b57-9656-29e5-bb65-26082e894973,1-62d8430530879525954d7b5785b6e8a2
