formType,teamnum,matchNum,autoReachD,autoShotSS,HiGAttempt,HiGAttain,LoGAttain,PCCross,LBCross,CDFCross,MoatCross,SPCross,DBCross,RTCross,RWCross,RPCross,scaleAttempt,scaleSuccess,broken,autoCrossD,autoShotAtp,matchnum,ballpick,drivetrain,aim,shooter,language,views,redAlliance,blueAlliance,_id,_rev
match,6201,9,YES,on,0,0,1,0,1,0,0,0,1,0,0,1,on,on,,RP,none,,,,,,,,,,77f6c6c2-7804-589f-4d48-56699f5b971b,1-b2036d4f62521695da112f8872009f3f
match,133,25,YES,on,3,1,0,0,1,0,0,0,0,0,1,2,on,on,,N,none,,,,,,,,,,78381933-1898-7443-5993-54bdc70c927c,1-c43a0b4e3dc5ef0d72919425a855a42a
match,5459,23,on,on,0,0,0,0,0,0,0,0,0,2,0,0,on,on,,N,none,,,,,,,,,,78a136ec-49bc-c5c6-bb01-e9b4736230d1,1-4f87a7cbaa02f763125d1289a3112d70
match,5556,46,YES,on,0,0,0,0,0,2,2,0,0,0,0,0,on,on,,M,none,,,,,,,,,,7986545d-c799-b311-a6c7-dbcc56c8d513,1-ef5132260204d6f6570b8638067ab83c
match,4905,13,on,on,0,0,0,0,4,2,2,0,0,0,3,0,on,on,,N,none,,,,,,,,,,7991e11d-9b83-e7cf-1fba-d4e49de9e1e2,1-e9fc601286e38c4c70c9cce2e74ef03c
match,3566,43,on,on,0,0,0,2,0,0,0,0,0,0,2,0,on,on,,N,none,,,,,,,,,,7a97f6c8-d491-56ff-56c1-e6147c183b52,1-79b5a32c8e457861e730411d21e1b5c5
match,4905,,on,on,0,0,1,0,0,2,0,1,0,0,2,,on,on,,RP,none,46,,,,,,,,,7b022405-95ca-2655-4fa1-61c12144c37a,1-b67bdd11c23e5f84f3a9cf76a5a602f5
pit,5962,,,,,,,,,,,,,,,,,,,,,,YES,tread,DR,wheel,,,,,7bf3c9b9-14ee-f0cf-0bb5-5209373e51b7,1-317641e6ec520eba7484ff0a7b5f7569
match,1699,11,YES,on,1,1,0,0,0,0,0,0,0,4,3,2,on,on,"fast, good ay crossing defenses, takes time to aim and shoot",RP,none,,,,,,,,,,7c1d64d2-a92f-df21-9182-5da38d446dc8,1-d72278157197fd9901f536204f57ffcf
match,4905,,on,on,0,0,1,0,0,2,0,1,0,0,2,,on,on,,RP,none,46,,,,,,,,,7ceeb4f1-6e55-60d5-d51d-b144547e49fd,1-7683752d3ded9f8d0ec1b0896d934bd3
match,97,29,on,on,0,0,0,0,3,0,0,0,0,0,0,0,on,on,,N,none,,,,,,,,,,7cfb28fd-2ce1-6c43-b07c-d4d138b757c3,1-debd4cb56faf631bdecebfe76747403c
match,1474,39,YES,on,0,0,1,0,0,0,1,0,0,0,1,0,on,on,,RW,none,,,,,,,,,,7dcaf08b-5a30-135c-0469-3e3e3f92fd35,1-1d52151e153ab24dce58c2b5f010eeee
match,5556,8,YES,on,0,0,0,0,0,3,0,0,0,0,3,0,on,on,,N,none,,,,,,,,,,803e50e1-b892-1b20-b887-f98a099b17f7,1-331113245292cbd71ed77d23c4ce1354
match,5969,39,on,on,0,0,0,0,2,0,2,0,0,0,0,0,on,on,,N,none,,,,,,,,,,8056c482-9a76-c5cf-525a-7200f5f2a6a9,1-c7f876130752f84f1e69bce7ef98ee43
match,4311,35,YES,on,0,0,0,0,3,0,0,0,0,0,0,1,on,on,,RP,none,,,,,,,,,,80caca7d-5324-c92d-d635-c01efbd2d516,1-b2178ae7cd37473754f9f5a76979facf
match,4905,,on,on,0,0,1,0,0,2,0,1,0,0,2,,on,on,,RP,none,46,,,,,,,,,82ac235f-1633-ceb8-af2a-e000a38e51e7,1-bf95dfbbb8f8e47b9bfb5604790f75b3
match,4905,,on,on,0,0,1,0,0,2,0,1,0,0,2,,on,on,,RP,none,46,,,,,,,,,84206416-84c4-24b6-1044-d630068b4275,1-c80eca15e7cdae1d0a1d858de9284976
match,1058,3,YES,on,0,0,1,0,0,2,0,0,0,0,2,0,YES,YES,,RW,none,,,,,,,,,,84e0ba43-5882-8acc-dc2d-a3c609457151,1-9d368707ece2d655ebae724cb57b02c6
match,4761,14,on,on,0,0,1,0,0,0,0,0,0,0,0,1,on,on,,N,none,,,,,,,,,,86e6d2ab-b97a-fb6e-d291-9974e9086429,1-0c7ddcfdc05239660e6bab1912b1a2e4
match,1289,44,on,on,0,0,0,0,0,0,1,0,0,0,2,0,on,on,,N,none,,,,,,,,,,882e478f-6d4d-fbfc-4f91-66ce826cc04c,1-06625e19a8674692d00fef972fcc16ea
match,319,17,on,on,0,0,0,2,1,0,2,0,0,0,3,0,on,on,,N,none,,,,,,,,,,8956ba7a-e7cb-fcec-178c-cbbdc87e37c8,1-6e5f52197ad08de0361116e515f51df8
match,4905,,on,on,0,0,1,0,0,2,0,1,0,0,2,,on,on,,RP,none,46,,,,,,,,,8a4039d7-c765-18fc-c290-7b94e18a8ad6,1-89e9ac7be824a48d5503bbd047dff848
pit,1073,,,,,,,,,,,,,,,,,,,,,,YES,west,DR,canon,,,,,8f6145d8-11b1-a4a1-80fc-0c50111ffe00,1-e67d007a661fb1aa3315fd721fe91fe9
match,58,13,YES,on,0,0,0,0,0,0,1,0,0,0,0,0,on,on,,N,none,,,,,,,,,,8fb2c6cd-57d6-b339-f731-e28250a93362,1-c580426e007387bf96b0bc371a1f3412
match,58,20,YES,on,0,0,1,0,0,4,1,0,0,0,0,0,on,on,,CDF,none,,,,,,,,,,901e0540-9c7f-75ff-2c92-7129df8f25a2,1-02c7681839efc93b23377be2c5ead383
match,5962,32,YES,on,0,0,0,0,0,0,0,0,0,0,2,3,on,on,,N,none,,,,,,,,,,92f087e7-c798-64d7-4d53-7425aae58f3f,1-74e7ba06651d983d4a0cd6bb88172149
pit,319,,,,,,,,,,,,,,,,,,,,,,YES,tank,IR,wheel,,,,,930da5ee-afb3-e323-ba79-cee5fc80f72c,1-f246b46f001b205484de8d02b9959e5e
match,3930,24,YES,on,0,0,0,0,1,0,0,0,0,1,0,0,on,on,,RP,none,,,,,,,,,,93a5aef4-4d76-3408-00bf-bd99d9f7f4af,1-d55669c6ebf83dbd76dee889804a5f2a
match,6201,39,YES,on,0,0,2,0,4,0,0,0,0,0,0,0,on,on,,LB,none,,,,,,,,,,95f864cf-1434-0214-6227-d7549918938d,1-4adcb3f59060868082c39048c02b49d8
match,3566,22,YES,on,,0,0,0,0,0,0,0,0,0,0,0,on,on,tried to go through the portcullis but got stuck,N,none,,,,,,,,,,96509acd-f688-c105-6af0-7e672643cb6a,1-fa6f0a1a77f218edb0c42fe7aff16c3b
match,4929,34,YES,on,0,0,0,0,1,0,0,0,0,1,0,3,on,on,,RW,none,,,,,,,,,,965bc045-4bb2-68a5-d206-76d82df87704,1-8a994e301b9705f6f3efd3ea8922399f
match,4909,12,on,on,2,0,0,0,0,0,0,0,0,0,3,0,on,on,,N,none,,,,,,,,,,9740b935-adfe-7e13-653a-3d9b5f4164e0,1-5fb56a689051c6844835ec8efe959f5e
match,4761,37,on,on,2,0,0,0,0,2,1,0,0,0,0,0,on,on,,N,none,,,,,,,,,,9748f6b8-aeac-e293-7174-4c0fa5aee496,1-b243541b93c6573df35c1eaea48cace0
pit,58,,,,,,,,,,,,,,,,,,,,,,on,tread,DR,cat,,,,,9752d47e-e96b-107d-05a2-62162f00f816,1-3da463aa56c4bb7617ec8d0d003690d8
match,4905,,on,on,0,0,1,0,0,2,0,1,0,0,2,,on,on,,RP,none,46,,,,,,,,,98e23c81-ca33-5c3c-c916-fbacc4c945a2,1-8df32e47d0aef72f3e70671447fd96c6
match,133,7,YES,YES,3,3,0,0,3,2,0,0,0,0,0,0,on,on,,LB,Hi,,,,,,,,,,9ac140dd-5f24-4d91-0428-c69716f7f77a,1-23d87fb6ed9a7eed5d4ea175c4bc999b
match,2423,2,on,on,0,0,0,0,0,0,1,0,0,0,0,0,on,on,,N,none,,,,,,,,,,9af860d1-56bf-8c53-e4f3-8810d87ff7b7,1-c392153494133667eab962ada8d81459
match,4169,7,on,on,0,0,0,0,3,0,0,0,,0,0,1,on,on,challenged the tower with 50 seconds left,N,none,,,,,,,,,,9d4e3c5f-5baf-1bd2-b3de-9110ebf2904e,1-a37045f848f227c182322bfb9b083771
match,3930,24,YES,on,0,0,3,0,4,2,0,0,0,0,0,1,on,on,,RP,none,,,,,,,,,,a0849417-4be2-22c6-9a7a-3e44bfd24263,1-d6ef14f61fbfb4739d71653fa7053282
match,3566,5,YES,on,0,0,0,0,0,0,0,0,0,0,0,0,on,on,got stuck on the rock wall,N,none,,,,,,,,,,a1aa5bd2-a3e8-36f3-6f7d-e4d40f5a73a0,1-869a4d891c0a6c6902b5f71440f70ec7
match,1761,5,on,on,0,0,0,0,0,0,0,0,0,0,0,1,on,on,just stopped moving ,N,none,,,,,,,,,,a1cb712f-7fe7-1e65-f963-60872afe3ee4,1-6819d3724cded6b84769cd5258b3103b
match,4905,,on,on,0,0,1,0,0,2,0,1,0,0,2,,on,on,,RP,none,46,,,,,,,,,a35ec5be-748c-60c8-644f-17b4158002db,1-e965f32e9b93378c4f1e4cdff004ddb5
match,5263,5,on,on,0,0,0,0,0,0,0,0,0,0,0,0,on,on,NO SHOW,N,none,,,,,,,,,,a4071a0a-2396-5780-afc3-c0432a13826d,1-40122eed9b925db444851f8f4f088eb8
match,133,18,YES,YES,4,6,0,0,3,0,3,0,0,0,0,0,YES,on,,LB,Hi,,,,,,,,,,a418960c-171b-75aa-2f07-882f62541d8f,1-e8d9f72bd5b412dbed0c1e094c390b62
match,2713,41,on,on,0,0,0,1,1,0,0,0,0,0,1,0,on,on,,N,none,,,,,,,,,,a46e76ee-d417-edd0-0d74-90fcd50edb99,1-27d58f58fbc34d65e72a12e38facf989
match,97,36,on,on,0,0,0,0,0,0,0,0,0,0,0,0,on,on,,N,none,,,,,,,,,,a48c3414-05dd-014a-cb69-1d78b186f3af,1-c215dae2fe82310981bef14b88d11983
match,4311,3,YES,on,0,0,0,0,1,0,0,0,0,0,0,2,on,on,,RP,none,,,,,,,,,,a4f7e856-821b-0509-b63a-c4f5779d238b,1-f15d803492296a0795d63e167c4c9491
match,319,28,on,on,0,0,4,0,7,0,0,0,0,0,0,0,on,on,,N,none,,,,,,,,,,a5ba9064-a67c-367d-bf97-a369f68b6c91,1-e623aa89abdc3453c1bec2cc25453d38
match,1073,51,on,on,0,0,0,0,2,0,0,0,2,0,0,0,on,on,,N,none,,,,,,,,,,a6cd4978-39be-1132-b4f6-f800e14b4537,1-e541eb3fffc834cab3aa87676a43ab7d
pit,246,,,,,,,,,,,,,,,,,,,,,,YES,west,DR,wheel,,,,,a805a005-f65b-212d-c04c-3bbc57c46837,1-6510a8eb479802545b3262c575c80d8f
match,4761,28,YES,on,0,0,0,0,3,0,0,0,0,0,0,3,on,on,,LB,none,,,,,,,,,,a903a86d-5b55-aadc-aba8-e13158479676,1-2fbf1f1c940e81e85a64671393c20ea7
pit,4474,,,,,,,,,,,,,,,,,,,,,,on,tank,DR,none,,,,,a98e93c3-ff04-fd48-e42b-9088f11d9e31,1-560689ee2c90285120d6ae524560689d
match,5347,13,on,on,0,0,0,0,0,0,0,0,0,0,0,0,on,on,,N,none,,,,,,,,,,ac05262e-3632-5127-a3a0-985f7469d556,1-ddd637b036e91d9874c9e9aca4fc61d9
match,4474,5,on,on,0,0,0,0,0,0,0,0,0,0,1,0,on,on,,N,none,,,,,,,,,,afd0a6f9-055c-a378-0f09-18d77a8509fb,1-11a93191df51f9d93f3559ac2ef7ed72
match,4151,7,on,on,0,0,0,0,0,0,0,0,0,0,0,0,on,on,didn't move,N,none,,,,,,,,,,b095decd-976a-4f70-1500-570877b3fd7c,1-edbbe6d32310fe398f7d11d2bfe12022
match,5263,43,on,on,0,0,0,0,0,0,0,0,0,0,4,1,on,on,,N,none,,,,,,,,,,b09d0594-0e2f-f3bb-e040-1e8dec483f57,1-c46f185e03ce68ac40aa3f3a613b0c95
match,4905,,on,on,0,0,1,0,0,2,0,1,0,0,2,,on,on,,RP,none,46,,,,,,,,,b0e09e92-4f6e-89fd-253a-cf7cad4aacc9,1-d9c3b6f1a52a65763fb6eabac1563168
match,1073,23,on,on,0,0,0,0,0,0,0,0,0,2,0,0,on,on,,N,none,,,,,,,,,,b11c7d33-05c0-8668-901f-1eb90d351132,1-29cd2185271c6301c003194237257a65
match,4905,,on,on,0,0,1,0,0,2,0,1,0,0,2,,on,on,,RP,none,46,,,,,,,,,b2c7176c-14a9-76f8-8e2a-b481ac5cb9a6,1-0913ea45e2d5bb6ce667078ec11b3438
match,3930,43,YES,on,0,0,2,0,0,2,2,1,0,0,0,0,on,on,,N,none,,,,,,,,,,b3f8c866-ba25-8503-1ae4-335d1c2ef84e,1-adf3d28b9415a19bf66fb6e66d7fa3c4
match,4905,,on,on,0,0,1,0,0,2,0,1,0,0,2,,on,on,,RP,none,46,,,,,,,,,b41b76fa-4ee3-8ce0-2470-a6e50aebd27e,1-a8f2d6c42bc191c655ed4b2c30e47ad1
match,4905,,on,on,0,0,1,0,0,2,0,1,0,0,2,,on,on,,RP,none,46,,,,,,,,,b649b014-aac3-81ea-21fe-543094158018,1-e4f08c4242a5d64a46ae8349e5df4b08
match,4905,29,YES,on,0,0,0,0,0,0,0,0,0,0,0,2,on,on,,RW,none,,,,,,,,,,b7c5ee64-363e-a4c2-5ed2-4c7b64b7e1a7,1-c836d029d52ababb52491e5627bc997d
match,4905,,on,on,0,0,1,0,0,2,0,1,0,0,2,,on,on,,RP,none,46,,,,,,,,,b80fdc7b-2516-7cd8-d9a3-350e6060ff21,1-c0493e6e75fdb1a1f62c60541ee40563
match,4905,,on,on,0,0,1,0,0,2,0,1,0,0,2,,on,on,,RP,none,46,,,,,,,,,b8a27582-6984-ce00-8330-9c113812cbea,1-a0e9b97a145bd816b365e62cbeff4434
match,1965,11,on,on,0,0,0,0,1,0,0,0,0,0,0,0,on,on,just defence,N,none,,,,,,,,,,b91e3155-e03c-bb5f-ee7e-be797531d575,1-b6961db8ff792fde26fc06d992bfcf08
match,1058,38,YES,on,0,0,3,0,1,0,0,0,1,2,0,0,on,on,,RP,none,,,,,,,,,,b97a6c28-5e51-6de3-ab6f-643e0d6db25d,1-a95c4e07ad43270e36aa106d32067773
match,5563,48,on,on,0,0,0,0,0,0,0,0,0,0,0,0,on,on,played d,N,none,,,,,,,,,,ba190129-8c80-c191-229a-1870c555e85d,1-e7da5ddbb57665ed3db35350e1c1a3bc
match,1474,26,on,on,0,0,0,0,0,1,0,0,0,0,0,5,on,on,,N,none,,,,,,,,,,bde0d63c-92e2-dd40-c22c-ce7d46b6ca96,1-54dce7ed5893e435efa40aa124a386ac
match,4905,,on,on,0,0,1,0,0,2,0,1,0,0,2,,on,on,,RP,none,46,,,,,,,,,bed408ce-5b9e-fa94-3d71-5a7659f4edbb,1-b760a97b812d74114a88ef75be7c2312
match,4311,3,on,on,1,1,0,0,2,0,0,0,0,0,0,0,on,on,,RP,none,,,,,,,,,,bf230e9c-a7ef-46d9-5999-33224349e2db,1-cd9306ea9d51b6ca252eb7198c35f01e
match,4905,,on,on,0,0,1,0,0,2,0,1,0,0,2,,on,on,,RP,none,46,,,,,,,,,bf550e14-8777-dd88-82d1-d2c4f7a7059c,1-3baeb8a854ab63f9e4d8d5cd1bbe766f
match,4905,,on,on,0,0,1,0,0,2,0,1,0,0,2,,on,on,,RP,none,46,,,,,,,,,c05f428c-39a4-b257-d003-634bddbc4bb6,1-ef5ba46d233efca62f60aa56445737bf
match,4905,,on,on,0,0,1,0,0,2,0,1,0,0,2,,on,on,,RP,none,46,,,,,,,,,c2cfcb8a-098f-ca74-3986-fbcb01a5c96f,1-ed99a91262b99acd85443181c43bbaf9
match,3930,36,YES,on,0,0,2,0,2,0,0,1,0,0,1,2,on,on,,RW,none,,,,,,,,,,c38b0c02-5bab-49a1-0cbd-20f964f265bd,1-afc75c139688634ea6beafa74991d568
match,4905,,on,on,0,0,1,0,0,2,0,1,0,0,2,,on,on,,RP,none,46,,,,,,,,,c5be8942-fbe0-f344-e519-50d95f96281c,1-54d74d1871e139d2aee317b8be482964
match,2713,35,on,on,0,0,0,0,0,0,0,0,0,0,1,0,on,on,,N,none,,,,,,,,,,c6417f21-a0a8-184b-626f-afbe286fc1b5,1-cbe8851a0f1dd0bed74d0d32831f7005
match,5752,3,YES,on,0,0,2,0,0,0,0,0,0,0,0,0,on,on,,N,none,,,,,,,,,,c7b80aad-8d18-8b44-2c87-15fade332dd9,1-bb8b420c27ce11882eac01009bdbebef
match,4905,,on,on,0,0,1,0,0,2,0,1,0,0,2,,on,on,,RP,none,46,,,,,,,,,c8b591a6-205f-6b49-2c1e-2d733d2df2a6,1-8811af62dde637a1544367be6087f0cc
match,2713,41,on,on,0,0,0,1,1,0,0,0,0,0,1,0,on,on,,N,none,,,,,,,,,,ca52e5f0-e8f9-157b-b682-5a684bbc4e66,1-339dc8986eaabefafd406e7564569588
match,1289,22,YES,on,1,1,0,0,0,0,0,0,0,2,0,0,on,on,,N,none,,,,,,,,,,ca9ec775-6a04-7960-87a1-802eb2abf922,1-bfd16bdae47151429527514d63c437a6
match,1965,6,on,on,0,0,1,0,0,0,0,0,0,0,3,0,on,on,,N,none,,,,,,,,,,cab2d7c9-bbb8-82aa-f6d8-e2b3e52de3f8,1-b7527b8a801c395f6ad5898aedd72632
match,4929,19,YES,on,0,0,0,0,1,0,0,0,0,0,0,0,on,on,,LB,none,,,,,,,,,,cad8f226-f06d-a1d3-9951-53197d9b5544,1-b21187d153f0a940a3fdf804f3c7e93e
match,4905,,on,on,0,0,1,0,0,2,0,1,0,0,2,,on,on,,RP,none,46,,,,,,,,,cb141275-c5d6-e339-c420-39ca3288497d,1-f11fae8350ad997ffc3cc99f09671d36
match,2423,30,on,on,3,1,0,0,0,0,0,0,0,0,0,0,on,on,,LB,none,,,,,,,,,,ceb0c058-96a2-5d0c-ac7b-1ded3185a449,1-b30f055d004d88ed27748953f4a01100
match,1965,35,on,on,0,0,0,0,0,0,0,0,0,0,1,0,on,on,,N,none,,,,,,,,,,cef97bb1-023d-7782-a21d-9a12510206ca,1-2b7dda18d2206c9a18b4bafe86ab4c9b
match,4905,,on,on,0,0,1,0,0,2,0,1,0,0,2,,on,on,,RP,none,46,,,,,,,,,d18f5e38-470a-bcba-ea8b-6b44343d541f,1-91d40eb5e48661f09f69d2d96e89a996
match,97,8,on,on,1,0,0,0,0,0,1,1,0,0,0,0,on,on,"At beginning of match they were stuck, auto and teleop.",N,none,,,,,,,,,,d2830be7-812c-a697-5407-afa07c4277df,1-dcb78afe28a2b4e19030d72091aff48c
match,4905,,on,on,0,0,1,0,0,2,0,1,0,0,2,,on,on,,RP,none,46,,,,,,,,,d350016e-2102-ccfc-89c9-a14809b0f2a2,1-2af99342e2b5c13f4df87e1c399e4f95
match,1289,36,YES,on,0,0,0,0,0,0,0,1,0,0,0,0,on,on,,N,none,,,,,,,,,,d37a80e7-fc35-d76e-306f-8736d5153281,1-cd81ba64c7a0be37989ae6ec8b4a97e1
match,4909,3,on,on,2,0,0,0,0,0,0,0,0,0,2,1,on,on,,N,none,,,,,,,,,,d39716e1-00c1-ee1b-3490-76c56c1c427c,1-142d597c288400a1512f1535d3ef2093
match,4905,,on,on,0,0,1,0,0,2,0,1,0,0,2,,on,on,,RP,none,46,,,,,,,,,d3b4c076-2390-5046-a8da-cfec7ad480b9,1-41c2d141758f1bfbbc52dedf0f9d71ed
match,4905,,on,on,0,0,1,0,0,2,0,1,0,0,2,,on,on,,RP,none,46,,,,,,,,,d5f6d4b9-bd82-579c-72d6-46eafc7c1188,1-160517040056b7d1eb7a3414cc6669ec
match,58,12,YES,on,0,0,0,2,2,0,0,0,0,0,0,1,on,on,,RP,none,,,,,,,,,,d67997d0-6f86-f255-d2f7-6f8cd3b1898b,1-6b4cc5381657d53d58ba49c7a5c93054
match,2876,19,YES,on,0,0,0,0,1,0,1,0,0,1,0,0,on,on,,RT,none,,,,,,,,,,d71280fd-f385-076d-c225-98c335f99828,1-044d53db0253f45ecd604c5977df8b84
match,1073,13,YES,on,0,0,0,0,0,0,1,0,0,0,0,0,on,on,,N,none,,,,,,,,,,d7a2a00b-efc8-4900-f5cc-a940eb4a69fa,1-23717e84e742d10b8a40a917f525a6ad
match,5563,22,on,on,0,0,0,0,0,0,0,0,0,2,0,0,on,on,,N,none,,,,,,,,,,d86daea9-0461-b89d-c544-c60ecaec51eb,1-d2bab4e3b104165bc2184b00fb762b17
match,246,11,on,on,0,0,0,0,0,0,0,0,0,0,0,0,on,on,they dodnt move,N,none,,,,,,,,,,da2c9468-7f1a-b932-cb41-c613fd474364,1-010eeea2d6a003bf5c6024ef36120ffe
match,58,40,YES,on,0,0,1,0,0,0,0,0,0,0,2,1,on,on,,RP,none,,,,,,,,,,da846ead-1b84-7720-de2e-babd7daee9e6,1-d5c803ebd64305baf1d373f95f5f5584
match,4905,,on,on,0,0,1,0,0,2,0,1,0,0,2,,on,on,,RP,none,46,,,,,,,,,da8efb00-4121-4ae9-64ca-be994119b2ae,1-22d30aceba25385af9eb9c1735b2a50f
match,4761,41,YES,on,0,0,2,3,0,0,0,0,0,0,0,0,on,on,,LB,none,,,,,,,,,,dc4871ce-1715-1479-2536-b5c3667b9b19,1-6f6abda2fd1efcfee816c5d0c0765a41
match,4905,,on,on,0,0,1,0,0,2,0,1,0,0,2,,on,on,,RP,none,46,,,,,,,,,dc6bae27-f9c2-0eae-9e60-ba3a21515523,1-56d1a7f1451ae5cea2dd9f20452ad82a
match,1699,11,YES,on,0,0,0,0,0,0,0,1,0,0,0,0,on,on,,SP,none,,,,,,,,,,ddde067e-233c-0805-b9fa-78def1478a82,1-d83486b06e03a5da6760c889d372a65f
match,4905,,on,on,0,0,1,0,0,2,0,1,0,0,2,,on,on,,RP,none,46,,,,,,,,,e014f804-c937-494e-10bc-c6ba9815282d,1-1137819b8e8c1588c5c26789cfd1b0da
match,1058,33,YES,on,0,0,3,0,3,0,0,1,0,0,1,0,YES,on,,LB,none,,,,,,,,,,e0ce5620-fd15-19d8-2468-d9f9a1b87270,1-f29ace5bc5f9013a7b814db802010636
match,4909,23,YES,on,1,1,0,0,0,0,3,0,0,0,0,3,on,on,,N,none,,,,,,,,,,e1596dd8-80cf-112a-ff7c-b4009e492ae3,1-60fbb8f3ef62caf8301cc63cae2fe0f1
match,2713,18,on,on,0,0,0,0,0,0,0,0,0,0,0,1,on,on,,N,none,,,,,,,,,,e1b858f7-ae2b-025d-ba37-42213cb73bd7,1-f6614e70f29cbe1aac91183b57427c0b
match,5752,8,on,on,0,0,0,0,2,0,0,1,0,0,0,0,on,on,,N,none,,,,,,,,,,e2e7f39d-02af-9d3c-7a61-cf79a8acb5be,1-37172a1e1a47faa43ada4a6013ecf381
match,4905,,on,on,0,0,1,0,0,2,0,1,0,0,2,,on,on,,RP,none,46,,,,,,,,,e3338ae9-aad1-8770-5c2e-c7c9a839e893,1-90641dbf36de469f45baaa13f2c546c6
match,97,42,on,on,0,0,0,0,0,0,0,0,1,0,0,0,on,on,Died,N,none,,,,,,,,,,e458bab0-2845-1edc-40dd-721e4c36b99f,1-a65179fae497db671f648e8cb0f5a246
match,4905,,on,on,0,0,1,0,0,2,0,1,0,0,2,,on,on,,RP,none,46,,,,,,,,,e48b1c6d-5b61-7d0a-2244-fdf1444dc347,1-2d10d63cbf3609c3f52e08dcc01619a1
match,1761,5,on,on,0,0,0,0,0,0,0,0,0,0,0,1,on,on,just stopped moving ,N,none,,,,,,,,,,e58df69d-fbcf-cd94-553e-6465873e2375,1-93dcb5f264b82a5798b651bd2c4e17bd
match,3930,46,YES,on,0,2,0,0,0,0,0,0,0,0,2,0,on,on,,RW,none,,,,,,,,,,e65a8450-e824-6a43-d770-00f71dcbad1e,1-7a8f93d6860470a028df4d78b7c96462
match,319,9,YES,on,0,0,1,2,1,0,0,0,0,1,0,1,on,on,,LB,Lo,,,,,,,,,,e6afbf98-79f9-707d-6adb-a23e227388d5,1-c56c8e2f63f0295532d95ba3723cd16b
match,4905,,on,on,0,0,1,0,0,2,0,1,0,0,2,,on,on,,RP,none,46,,,,,,,,,e94c103e-1966-1605-a017-6be1f0848f07,1-6bb0ca58f5ece1f190980450f8e0593f
match,5263,25,YES,on,0,0,0,0,0,0,0,0,0,0,1,0,on,on,,LB,none,,,,,,,,,,e958733d-7268-b864-b271-c548a6077748,1-6e7b6fad0c09760fea4ce8190a92abfb
match,4905,,on,on,0,0,1,0,0,2,0,1,0,0,2,,on,on,,RP,none,46,,,,,,,,,eb29754c-ad3d-da87-9d80-8c7b91d99f38,1-902c927a2e789da7ced7b0321a770769
match,4905,,on,on,0,0,1,0,0,2,0,1,0,0,2,,on,on,,RP,none,46,,,,,,,,,eb837b0c-a187-906c-95cb-3887121127b9,1-e139e851e7fa85e7359f36e61f72c371
match,4905,13,on,on,0,0,2,0,3,2,2,0,0,0,1,0,on,on,,M,none,,,,,,,,,,eb9c4e51-1773-dd76-ccc6-a6bca246882e,1-6cb0ad80dee9e7702c64a53ba4cd4063
pit,5969,,,,,,,,,,,,,,,,,,,,,,YES,tread,DR,none,,,,,ec40432a-768f-62f6-c6ff-f49940020799,1-3284b7e1b9ad01ebaf7a0ce11a172b3c
match,4176,27,on,on,2,0,1,0,0,0,0,0,0,0,0,1,on,on,,N,none,,,,,,,,,,ef6480a7-7bb6-cb25-4862-8e34af92fa74,1-828fbf8c87ced9ab3cf7b3e459ed5efa
match,133,25,YES,on,4,1,1,0,4,2,0,0,0,0,1,1,on,on,,LB,none,,,,,,,,,,effcf307-525b-af76-42f7-155e127bdb37,1-394c0b010b3aa3b9f79e0e23ad102889
pit,133,,,,,,,,,,,,,,,,,,,,,,YES,west,IR,cat,,,,,f016fb6c-ea41-9694-38a7-a5ac48b27d3f,1-9a9c9edd0b774fc997819a1a58c28aaa
match,4905,,on,on,0,0,1,0,0,2,0,1,0,0,2,,on,on,,RP,none,46,,,,,,,,,f06ea5fb-6a3a-5000-ab8a-275910e11bd2,1-f35022d970b3cf9421eb8e25dd900c48
match,4474,40,on,on,0,0,0,0,0,2,0,0,0,0,1,0,on,on,,N,none,,,,,,,,,,f09b4107-fada-7b0e-87d3-ee0bfe35cbc3,1-d83b009d9e8191c53c88b08c9d77a1a6
match,5459,9,on,on,0,0,0,0,0,0,0,0,0,0,0,1,on,on,,N,none,,,,,,,,,,f482c764-429f-d781-f4a1-97029cf53ded,1-b13cba124c9e9cbc4ee60eb4404e8f94
match,4905,,on,on,0,0,1,0,0,2,0,1,0,0,2,,on,on,,RP,none,46,,,,,,,,,f74d650a-1e4c-4aeb-a3ae-1dead3e780cc,1-d66fc9d7f27affb71ead38685d15c9c4
match,2423,12,YES,on,0,0,0,0,0,0,0,0,0,0,0,3,on,on,,N,none,,,,,,,,,,f8348814-024f-fa62-706c-097b8e1400bd,1-029896ad2c869f172a8b6033f0c09ab4
match,5962,13,on,on,0,0,0,0,0,0,2,0,0,0,2,1,on,on,,N,none,,,,,,,,,,fa1d78ff-9146-2894-1968-94a3c7adac19,1-27a65ff277b54b52b1c70e4e5f0f5dee
match,4176,17,on,on,0,0,1,0,1,0,0,0,0,0,0,0,on,on,,N,none,,,,,,,,,,fa38f4c8-57bd-2c7b-3585-dc45031256d6,1-5033fee379f5be3744c11840b2ad3ae8
match,501,41,YES,on,0,0,2,0,1,0,0,0,0,0,3,0,on,on,"in auto, smashed into glass full speed and knocked over driver station",RW,none,,,,,,,,,,fae3e78b-c4bf-03c5-b2c7-3c8b36e95ec6,1-99190b27f837f09e8cda503db7b92102
